timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,IdleTime,Connect
1519305306768,409,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,408,1,0,0,321
1519305312201,398,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,394,1,0,0,320
1519305317639,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,392,1,0,0,319
1519305323068,209,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,207,1,0,0,133
1519305328300,396,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,395,1,0,0,320
1519305333739,397,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,396,1,0,0,315
1519305339156,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,391,1,0,0,317
1519305344572,395,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,394,1,0,0,320
1519305349998,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,388,1,0,0,314
1519305355427,394,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,393,1,0,0,317
1519305360860,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,393,1,0,0,312
1519305366269,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,389,1,0,0,315
1519305371697,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,387,1,0,0,315
1519305377100,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,387,1,0,0,313
1519305382516,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,386,1,0,0,313
1519305387937,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,385,1,0,0,311
1519305393362,401,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,400,1,0,0,315
1519305398783,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,386,1,0,0,312
1519305404186,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,385,1,0,0,311
1519305409609,398,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,397,1,0,0,319
1519305415043,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,387,1,0,0,314
1519305420466,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,391,1,0,0,316
1519305425896,394,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,393,1,0,0,320
1519305431326,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,390,1,0,0,313
1519305436752,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,390,1,0,0,315
1519305442180,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,389,1,0,0,315
1519305447608,397,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,396,1,0,0,315
1519305453040,413,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,412,1,0,0,337
1519305458491,215,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,214,1,0,0,138
1519305463747,396,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,395,1,0,0,321
1519305469154,213,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,212,1,0,0,136
1519305474401,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,388,1,0,0,314
1519305479825,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,389,1,0,0,315
1519305485239,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,386,1,0,0,313
1519305490660,397,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,396,1,0,0,316
1519305496091,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,386,1,0,0,313
1519305501511,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,392,1,0,0,317
1519305506935,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,389,1,0,0,316
1519305512357,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,391,1,0,0,318
1519305517790,383,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,382,1,0,0,310
1519305523183,386,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,385,1,0,0,313
1519305528603,210,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,209,1,0,0,136
1519305533842,386,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,386,1,0,0,313
1519305539243,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,387,1,0,0,313
1519305544663,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,386,1,0,0,312
1519305550087,668,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,667,1,0,0,316
1519305555788,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,391,1,0,0,315
1519305561194,207,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,206,1,0,0,133
1519305566435,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,390,1,0,0,316
1519305571855,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,389,1,0,0,316
1519305577279,397,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,396,1,0,0,317
1519305582709,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,392,1,0,0,318
1519305588140,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,391,1,0,0,318
1519305593566,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,387,1,0,0,313
1519305598988,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,387,1,0,0,314
1519305604408,401,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,400,1,0,0,319
1519305609866,210,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,209,1,0,0,136
1519305615113,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,388,1,0,0,314
1519305620534,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,386,1,0,0,312
1519305625957,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,393,1,0,0,318
1519305631368,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,388,1,0,0,312
1519305636793,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,390,1,0,0,317
1519305642216,385,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,384,1,0,0,311
1519305647634,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,387,1,0,0,313
1519305653053,385,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,385,1,0,0,313
1519305658448,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,392,1,0,0,318
1519305663872,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,391,1,0,0,316
1519305669299,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,386,1,0,0,312
1519305674715,209,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,208,1,0,0,136
1519305679955,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,388,1,0,0,315
1519305685354,394,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,393,1,0,0,320
1519305690781,394,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,393,1,0,0,315
1519305696204,208,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,208,1,0,0,133
1519305701428,397,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,396,1,0,0,315
1519305706860,213,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,212,1,0,0,139
1519305712101,398,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,398,1,0,0,324
1519305717530,400,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,399,1,0,0,319
1519305722961,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,389,1,0,0,317
1519305728361,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,389,1,0,0,315
1519305733781,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,388,1,0,0,313
1519305739200,384,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,383,1,0,0,310
1519305744615,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,390,1,0,0,316
1519305750046,385,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,385,1,0,0,312
1519305755440,403,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,402,1,0,0,321
1519305760873,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,390,1,0,0,313
1519305766295,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,386,1,0,0,312
1519305771710,397,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9357,258,1,1,395,1,0,0,321
1519305777138,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,390,1,0,0,315
1519305782558,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,390,1,0,0,315
1519305787981,212,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,211,1,0,0,136
1519305793223,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,387,1,0,0,314
1519305798651,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,315
1519305804055,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,391,1,0,0,318
1519305809475,394,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,394,1,0,0,318
1519305814904,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,314
1519305820325,384,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,383,1,0,0,308
1519305825739,209,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,209,1,0,0,134
1519305830984,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,387,1,0,0,313
1519305836400,384,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,383,1,0,0,309
1519305841812,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,389,1,0,0,314
1519305847236,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,392,1,0,0,316
1519305852635,395,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,394,1,0,0,311
1519305858058,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,316
1519305863456,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,314
1519305868876,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,315
1519305874284,384,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,383,1,0,0,310
1519305879699,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,389,1,0,0,314
1519305885120,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,389,1,0,0,317
1519305890527,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,315
1519305895944,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,389,1,0,0,315
1519305901362,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,392,1,0,0,319
1519305906772,396,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,395,1,0,0,318
1519305912199,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,387,1,0,0,314
1519305917602,398,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,397,1,0,0,321
1519305923028,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,390,1,0,0,314
1519305928433,403,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,402,1,0,0,328
1519305933866,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,391,1,0,0,316
1519305939291,385,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,384,1,0,0,311
1519305944704,211,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,210,1,0,0,137
1519305949944,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,391,1,0,0,317
1519305955362,384,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,383,1,0,0,310
1519305960754,397,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,396,1,0,0,317
1519305966184,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,390,1,0,0,314
1519305971584,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,387,1,0,0,313
1519305976981,398,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,397,1,0,0,320
1519305982407,385,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,384,1,0,0,310
1519305987823,394,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,393,1,0,0,320
1519305993243,398,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,397,1,0,0,323
1519305998672,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,392,1,0,0,313
1519306004078,472,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,471,1,0,0,399
1519306009560,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,392,1,0,0,317
1519306014982,395,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,394,1,0,0,316
1519306020405,381,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,380,1,0,0,308
1519306025816,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,391,1,0,0,313
1519306031235,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,390,1,0,0,314
1519306036667,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,389,1,0,0,311
1519306042094,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,315
